歌曲名,表演者,榜单名
在我怀里,方炯镔,百度音乐:新歌TOP100
在束河里,谭维维,百度音乐:新歌TOP100
城市之窗,张韶涵,百度音乐:新歌TOP100
城市人间,"周笔畅,陈珊妮",百度音乐:新歌TOP100
墨绿指甲,戚薇,百度音乐:新歌TOP100
备份人生,炎亚纶,百度音乐:新歌TOP100
夏花秋叶,梁咏琪,百度音乐:新歌TOP100
多么爱你,零点乐队,百度音乐:新歌TOP100
多余的我,炎亚纶,百度音乐:新歌TOP100
多喜欢你,小贱,百度音乐:新歌TOP100
多莉宝贝,童可可,百度音乐:新歌TOP100
夜(live版),刘欢,百度音乐:新歌TOP100
夜夜夜夜,齐秦,百度音乐:新歌TOP100
夜夜夜夜,林志炫,百度音乐:新歌TOP100
夜夜夜夜,陈楚生,百度音乐:新歌TOP100
夜夜夜夜,金池/熊天平,百度音乐:新歌TOP100
大城小爱,李祥祥,百度音乐:新歌TOP100
大彻大悟,徐一鸣,百度音乐:新歌TOP100
大爱感动,谢安琪,百度音乐:新歌TOP100
大笑江湖,小沈阳,百度音乐:新歌TOP100
大艺术家,蔡依林,百度音乐:新歌TOP100
大闹天宫,"毕夏,张恒远",百度音乐:新歌TOP100
天使之翼,杨丞琳,百度音乐:新歌TOP100
天使的爱,路默依,百度音乐:新歌TOP100
天地一斗,周杰伦,百度音乐:新歌TOP100
天地问剑,阿兰,百度音乐:新歌TOP100
天天想你,"萧敬腾,林惠敏",百度音乐:新歌TOP100
天天想你,"满文军,南方二重唱",百度音乐:新歌TOP100
天气先生,方大同,百度音乐:新歌TOP100
天生一半,郑秀文,百度音乐:新歌TOP100
天籁怒江,阿普萨萨,百度音乐:新歌TOP100
天耀中华,姚贝娜,百度音乐:新歌TOP100
天耀中华,徐千雅,百度音乐:新歌TOP100
天蓝如海,平安,百度音乐:新歌TOP100
天都黑了,本兮,百度音乐:新歌TOP100
天长地久,陈楚生,百度音乐:新歌TOP100
天雷地火,萧亚轩,百度音乐:新歌TOP100
天马行空,周国贤,百度音乐:新歌TOP100
天高地厚,林军,百度音乐:新歌TOP100
太多太多,莫文蔚,百度音乐:新歌TOP100
失业情歌,胡彦斌,百度音乐:新歌TOP100
失恋事小,郁可唯,百度音乐:新歌TOP100
失恋旁白,许志安,百度音乐:新歌TOP100
失恋无罪,陈一玲,百度音乐:新歌TOP100
失窃之物,戚薇,百度音乐:新歌TOP100
头发湿的,中国星力量学员,百度音乐:新歌TOP100
奇经八脉,邰正宵,百度音乐:新歌TOP100
女人三十,杨千嬅,百度音乐:新歌TOP100
女人如花,周华健,百度音乐:新歌TOP100
女王诱惑,慕容晓晓,百度音乐:新歌TOP100
女王驾到,尚雯婕,百度音乐:新歌TOP100
她 (新编),马上又,百度音乐:新歌TOP100
好不容易,张靓颖,百度音乐:新歌TOP100
好不容易,方大同,百度音乐:新歌TOP100
好为仁师,"周晋进,励敏",百度音乐:新歌TOP100
好像爱情,张信哲,百度音乐:新歌TOP100
好好先生,洪卓立,百度音乐:新歌TOP100
好好就好,何润东,百度音乐:新歌TOP100
好挤好挤,阿悄,百度音乐:新歌TOP100
好的事情,严爵,百度音乐:新歌TOP100
如果可以,李健,百度音乐:新歌TOP100
如果现在,王麟,百度音乐:新歌TOP100
如此珍惜,黄征,百度音乐:新歌TOP100
如此珍惜,"黄征,张歆艺",百度音乐:新歌TOP100
妄想之夜,阿悄,百度音乐:新歌TOP100
妙手空空,成龙/周华健/张震岳,百度音乐:新歌TOP100
娜写年华,谢娜,百度音乐:新歌TOP100
娱乐天空,陈奕迅,百度音乐:新歌TOP100
孤独患者,陈奕迅,百度音乐:新歌TOP100
守护天使,"陈宇浩,西单女孩",百度音乐:新歌TOP100
安静下来,毕夏,百度音乐:新歌TOP100
完美孤独,莫文蔚,百度音乐:新歌TOP100
完美心跳,汪东城,百度音乐:新歌TOP100
完美英雄,阿杜,百度音乐:新歌TOP100
客官有爱,苏仨,百度音乐:新歌TOP100
害怕孤独,宇桐非,百度音乐:新歌TOP100
家在东北,韩传忠,百度音乐:新歌TOP100
家的味道,庞龙,百度音乐:新歌TOP100
寂寞不痛,a-lin,百度音乐:新歌TOP100
寂寞先生,曹格,百度音乐:新歌TOP100
寂寞先生,刘悦/曹格,百度音乐:新歌TOP100
寂寞旅行,文杰,百度音乐:新歌TOP100
寂寞星球,林峰,百度音乐:新歌TOP100
寂寞河流,王澜霏,百度音乐:新歌TOP100
寂寞疯了,谢和弦,百度音乐:新歌TOP100
寂寞难耐,刘明辉,百度音乐:新歌TOP100
寂静森林,苏丹,百度音乐:新歌TOP100
对爱期待,顺子,百度音乐:新歌TOP100
对爱期待,黄小琥,百度音乐:新歌TOP100
对爱渴望,封语,百度音乐:新歌TOP100
寻水的鱼,许飞,百度音乐:新歌TOP100
封面恋人,魏晨,百度音乐:新歌TOP100
小三前传,冷漠,百度音乐:新歌TOP100
小三外传,冷漠,百度音乐:新歌TOP100
小丑面具,韩庚,百度音乐:新歌TOP100
小小的我,井柏然,百度音乐:新歌TOP100
小小蚂蚁,潘玮柏,百度音乐:新歌TOP100
小镇姑娘,胡彦斌,百度音乐:新歌TOP100
小题大做,李克勤,百度音乐:新歌TOP100
就去爱吧,陈晓东,百度音乐:新歌TOP100
就是现在,陈楚生,百度音乐:新歌TOP100
山水之间,许嵩,百度音乐:新歌TOP100
山高水长,陈楚生,百度音乐:新歌TOP100
岁月如今,沈庆,百度音乐:新歌TOP100
左右为难,"陈羽凡,黄永卓",百度音乐:新歌TOP100
巴黎夜雨,孙子涵,百度音乐:新歌TOP100
平凡之路,朴树,百度音乐:新歌TOP100
幸福不远,郭书瑶,百度音乐:新歌TOP100
幸福事小,倪安东,百度音乐:新歌TOP100
幸福宣言,"孙楠,罗中旭",百度音乐:新歌TOP100
幸福家乡,"李玉刚,安与骑兵",百度音乐:新歌TOP100
幸福就是,刘若英,百度音乐:新歌TOP100
幸福朝阳,丁晓红,百度音乐:新歌TOP100
幸福来了,"光良,江美琪",百度音乐:新歌TOP100
幸福流年,刘涛,百度音乐:新歌TOP100
幸福牵手,孙楠,百度音乐:新歌TOP100
幸福百米,8090,百度音乐:新歌TOP100
幸福的糖,许慧欣,百度音乐:新歌TOP100
幸福预兆,杨丞琳,百度音乐:新歌TOP100
幸福额度,苏打绿,百度音乐:新歌TOP100
幸运大门,郭顶,百度音乐:新歌TOP100
幸运符号,TFBOYS,百度音乐:新歌TOP100
幻与幻想,赵薇,百度音乐:新歌TOP100
广深公路,黄耀明,百度音乐:新歌TOP100
开盘大吉,李贵府,百度音乐:新歌TOP100
开门大吉,凤凰传奇,百度音乐:新歌TOP100
异想天开,杨丞琳,百度音乐:新歌TOP100
张三的歌,齐秦,百度音乐:新歌TOP100
张氏情歌,陈奕迅,百度音乐:新歌TOP100
张灯结彩,皆大欢喜,百度音乐:新歌TOP100
张灯结彩,"阿宝,王二妮",百度音乐:新歌TOP100
当我走过,张恒远,百度音乐:新歌TOP100
彩色的黑,吉克隽逸,百度音乐:新歌TOP100
彩虹天使,香香,百度音乐:新歌TOP100
往前一步,孟非,百度音乐:新歌TOP100
微加幸福,郁可唯,百度音乐:新歌TOP100
微笑上海,群星,百度音乐:新歌TOP100
微笑以后,张靓颖,百度音乐:新歌TOP100
微笑的人,胡夏,百度音乐:新歌TOP100
心中的花,韩雪,百度音乐:新歌TOP100
心升明月,李健,百度音乐:新歌TOP100
心的旅程,谭晶,百度音乐:新歌TOP100
心的节奏,G.E.M.邓紫棋,百度音乐:新歌TOP100
心的距离,陈奕迅,百度音乐:新歌TOP100
心碎北京,满江,百度音乐:新歌TOP100
心肝宝贝,任贤齐,百度音乐:新歌TOP100
心里有数,弦子,百度音乐:新歌TOP100
忍痛割爱,冷漠,百度音乐:新歌TOP100
忘了怎么,郭富城,百度音乐:新歌TOP100
快乐是福,苏小龙,百度音乐:新歌TOP100
快乐眼泪,泳儿,百度音乐:新歌TOP100
快乐舞曲,丁晓红,百度音乐:新歌TOP100
快门慢舞,"Darren,李心艾",百度音乐:新歌TOP100
忽然之间,苏醒,百度音乐:新歌TOP100
忽然之间,炎亚纶,百度音乐:新歌TOP100
怀念战友,张赫宣,百度音乐:新歌TOP100
怎么会哭,张栋梁,百度音乐:新歌TOP100
怎么能够,羽泉,百度音乐:新歌TOP100
怒江之战,羽泉,百度音乐:新歌TOP100
怜香惜玉,蔡卓妍,百度音乐:新歌TOP100
总有一天,林晓培,百度音乐:新歌TOP100
恋了爱了,严宽,百度音乐:新歌TOP100
恋人无双,杨培安,百度音乐:新歌TOP100
恋无可恋,古巨基,百度音乐:新歌TOP100
恋爱料理,周笔畅,百度音乐:新歌TOP100
恋爱涟漪,林一峰,百度音乐:新歌TOP100
悠游自在,辛晓琪,百度音乐:新歌TOP100
情人知己,梁文音,百度音乐:新歌TOP100
情深意长,央吉玛,百度音乐:新歌TOP100
情深意长,吉克隽逸,百度音乐:新歌TOP100
情非得已,"庾澄庆,李敏镐",百度音乐:新歌TOP100
惊鸿一面,"许嵩,黄龄",百度音乐:新歌TOP100
惯性冬眠,钟欣桐,百度音乐:新歌TOP100
想你想你,王心凌,百度音乐:新歌TOP100
想你的夜,关喆,百度音乐:新歌TOP100
想你的夜,茜拉,百度音乐:新歌TOP100
想你的笑,田亮,百度音乐:新歌TOP100
想唱就唱,TFBOYS,百度音乐:新歌TOP100
想定下来,关喆,百度音乐:新歌TOP100
想念真好,汪峰,百度音乐:新歌TOP100
想象之中,许嵩,百度音乐:新歌TOP100
愚人快乐,陈奕迅,百度音乐:新歌TOP100
愚人码头,金贵晟,百度音乐:新歌TOP100
戏曲忐忑,龚琳娜,百度音乐:新歌TOP100
我不再怕,梁心颐,百度音乐:新歌TOP100
我不够好,陈伟霆,百度音乐:新歌TOP100
我不想念,刘若英,百度音乐:新歌TOP100
我不甘心,帅霖,百度音乐:新歌TOP100
我不能哭,莫艳琳,百度音乐:新歌TOP100
我不难过,品冠,百度音乐:新歌TOP100
我不难过,吴克羣,百度音乐:新歌TOP100
我不难过,"曾静玟,胡维纳",百度音乐:新歌TOP100
我不需要,邱振哲,百度音乐:新歌TOP100
我们之间,twins,百度音乐:新歌TOP100
我们很好,林峰,百度音乐:新歌TOP100
我们的歌,尚雯婕,百度音乐:新歌TOP100
我们的爱,"陈羽凡,韦婕",百度音乐:新歌TOP100
我们都傻,杨丞琳,百度音乐:新歌TOP100
我和我们,麦子杰,百度音乐:新歌TOP100
我回来了,阿兰,百度音乐:新歌TOP100
我在这里,李宇春,百度音乐:新歌TOP100
我好想你,苏打绿,百度音乐:新歌TOP100
我就是我,ella陈嘉桦,百度音乐:新歌TOP100
我很快乐,刘惜君,百度音乐:新歌TOP100
我很认真,歌浴森,百度音乐:新歌TOP100
我怀念的,李代沫,百度音乐:新歌TOP100
我是传奇,棒棒堂,百度音乐:新歌TOP100
我是我的,张靓颖,百度音乐:新歌TOP100
我曾有梦,迪克牛仔,百度音乐:新歌TOP100
我最摇摆,"贾剑龙,耀乐团",百度音乐:新歌TOP100
我没改变,张韶涵,百度音乐:新歌TOP100
我没有疯,张芸京,百度音乐:新歌TOP100
我爱的你,"严宽,杜若溪",百度音乐:新歌TOP100
我的兄弟,汤潮,百度音乐:新歌TOP100
我的皇后,罗志祥,百度音乐:新歌TOP100
我的神奇,周笔畅,百度音乐:新歌TOP100
我的秘密,邓紫棋,百度音乐:新歌TOP100
我的翅膀,崔天琪,百度音乐:新歌TOP100
我的舞台,张杰,百度音乐:新歌TOP100
我的英雄,常石磊,百度音乐:新歌TOP100
我等的人,曹轩宾,百度音乐:新歌TOP100
我给的爱,"萧敬腾,田雨莫",百度音乐:新歌TOP100
我能给的,吴克群,百度音乐:新歌TOP100
我要快乐,曾一鸣,百度音乐:新歌TOP100
我要快乐,朱婧佳,百度音乐:新歌TOP100
我要给你,庾澄庆/吴莫愁,百度音乐:新歌TOP100
我让你飞,高维那,百度音乐:新歌TOP100
我需要你,满文军,百度音乐:新歌TOP100
战争世界,姚贝娜,百度音乐:新歌TOP100
战神联盟,SPT乐队,百度音乐:新歌TOP100
打扰爱情,周传雄,百度音乐:新歌TOP100
执子之手,莫文蔚,百度音乐:新歌TOP100
把你宠坏,正月十五,百度音乐:新歌TOP100
把心拉近,吴克群,百度音乐:新歌TOP100
抛砖引玉,何韵诗,百度音乐:新歌TOP100
报告老板,"白客,小爱,子墨,本煜",百度音乐:新歌TOP100
拆弹专家,华晨宇,百度音乐:新歌TOP100
拉过勾的,陆虎,百度音乐:新歌TOP100
拒绝再玩,吴克羣,百度音乐:新歌TOP100
拥有未来,崔子格,百度音乐:新歌TOP100
挥之不去,范逸臣,百度音乐:新歌TOP100
捍卫阳光,唐嫣,百度音乐:新歌TOP100
改变自己,吴莫愁,百度音乐:新歌TOP100
放低过去,钟欣桐,百度音乐:新歌TOP100
放心不下,黄小琥,百度音乐:新歌TOP100
放手去爱,尹熙水,百度音乐:新歌TOP100
放过自己,陈柏宇,百度音乐:新歌TOP100
放马山歌,阿普萨萨,百度音乐:新歌TOP100
故乡山川,李健,百度音乐:新歌TOP100
故乡的云,韩红,百度音乐:新歌TOP100
故乡的云,"刘明辉,扎西顿珠",百度音乐:新歌TOP100
故事细腻,林俊杰,百度音乐:新歌TOP100
故作镇定,回音哥,百度音乐:新歌TOP100
救赎之旅,许巍,百度音乐:新歌TOP100
敢不敢爱,何洁,百度音乐:新歌TOP100
敢不敢爱,胡歌,百度音乐:新歌TOP100
文化中国,丁晓红,百度音乐:新歌TOP100
断桥离情,姚贝娜,百度音乐:新歌TOP100
新不了情,萧敬腾,百度音乐:新歌TOP100
新兵日记,许飞,百度音乐:新歌TOP100
新套马杆,乌兰托娅,百度音乐:新歌TOP100
新的开始,万茜,百度音乐:新歌TOP100
方圆几里,薛之谦,百度音乐:新歌TOP100
旗开得胜,张学友,百度音乐:新歌TOP100
无&bull;果,严艺丹,百度音乐:新歌TOP100
无事生非,田馥甄,百度音乐:新歌TOP100
无人之境,陈奕迅,百度音乐:新歌TOP100
无人像你,单色凌,百度音乐:新歌TOP100
无力挽回,周柏豪,百度音乐:新歌TOP100
无可奉告,,百度音乐:新歌TOP100
无可奉告,苏永康,百度音乐:新歌TOP100
无地自容,周晓鸥,百度音乐:新歌TOP100
无声情歌,"辛晓琪,齐秦",百度音乐:新歌TOP100
无声电影,崔琰,百度音乐:新歌TOP100
无心睡眠,张国荣,百度音乐:新歌TOP100
无所不在,吴莫愁,百度音乐:新歌TOP100
无法原谅,李佳璐,百度音乐:新歌TOP100
无法逃脱,张恒远,百度音乐:新歌TOP100
无聊男孩,曹格,百度音乐:新歌TOP100
无聊的狠,"关喆,郭涛,高虎",百度音乐:新歌TOP100
无菇朋友,方大同,百度音乐:新歌TOP100
无限之城,陈奕迅,百度音乐:新歌TOP100
日日月月,陈明,百度音乐:新歌TOP100
时光小偷,孙燕姿,百度音乐:新歌TOP100
时光隧道,陈奕迅,百度音乐:新歌TOP100
时间煮雨,吴亦凡,百度音乐:新歌TOP100
时间煮雨,郁可唯,百度音乐:新歌TOP100
明天以后,戴佩妮,百度音乐:新歌TOP100
明明爱你,林凡,百度音乐:新歌TOP100
春夏秋冬,林一峰,百度音乐:新歌TOP100
春天责备,陈升,百度音乐:新歌TOP100
春暖花开,那英,百度音乐:新歌TOP100
春暖花开,伊能静,百度音乐:新歌TOP100
春花秋叶,梁咏琪,百度音乐:新歌TOP100
是否继续,李晓,百度音乐:新歌TOP100
晚安的话,周笔畅,百度音乐:新歌TOP100
晴天娃娃,旺福,百度音乐:新歌TOP100
暗藏后悔,信,百度音乐:新歌TOP100
曾经的你,刘明辉,百度音乐:新歌TOP100
曾经的你,许明明,百度音乐:新歌TOP100
最佳听众,"韩庚,萧亚轩",百度音乐:新歌TOP100
最冷一天,陈奕迅,百度音乐:新歌TOP100
最后一页,江语晨,百度音乐:新歌TOP100
最后情人,容祖儿,百度音乐:新歌TOP100
最深的痛,一加一组合,百度音乐:新歌TOP100
最痛的人,安东阳,百度音乐:新歌TOP100
最终信仰,尚雯婕,百度音乐:新歌TOP100
最近好吗,金莎,百度音乐:新歌TOP100
最近好吗,张韶涵,百度音乐:新歌TOP100
月亮传奇,苏月,百度音乐:新歌TOP100
月亮天使,谭维维,百度音乐:新歌TOP100
月光妈妈,杨宗纬,百度音乐:新歌TOP100
月光晴朗,马天宇,百度音乐:新歌TOP100
月光爱人,曾一鸣,百度音乐:新歌TOP100
月光爱人,萨顶顶,百度音乐:新歌TOP100
有借有还,陈伟霆,百度音乐:新歌TOP100
有时候爱,品冠,百度音乐:新歌TOP100
朋友是山,星阁,百度音乐:新歌TOP100
朝思暮想,张靓颖,百度音乐:新歌TOP100
期待，爱,卓文萱,百度音乐:新歌TOP100
来者摩羯,萨顶顶,百度音乐:新歌TOP100
极光之恋,韦海涛,百度音乐:新歌TOP100
某个心跳,本兮,百度音乐:新歌TOP100
柳暗花明,王菀之,百度音乐:新歌TOP100
桃色冒险,容祖儿,百度音乐:新歌TOP100
桃花奇缘,朱梓骁,百度音乐:新歌TOP100
梦中情人,郑源,百度音乐:新歌TOP100
梦之浮桥,尚雯婕,百度音乐:新歌TOP100
梦想的窗,乔任梁,百度音乐:新歌TOP100
梦的堡垒,蒋瑶嘉,百度音乐:新歌TOP100
梦的怒放,魏晨,百度音乐:新歌TOP100
梦的眼睛,胡彦斌,百度音乐:新歌TOP100
欢迎光临,自由发挥,百度音乐:新歌TOP100
欲望都市,谢华,百度音乐:新歌TOP100
此时此刻,许巍,百度音乐:新歌TOP100
此时此刻,薛凯琪,百度音乐:新歌TOP100
死心塌地,秦妮,百度音乐:新歌TOP100
死皮赖脸,阿悄,百度音乐:新歌TOP100
残缺的歌,王啸坤,百度音乐:新歌TOP100
残酷月光,萱萱,百度音乐:新歌TOP100
比翼双飞,许志安,百度音乐:新歌TOP100
比较幸福,孙燕姿,百度音乐:新歌TOP100
毕业卡片,张铠麟,百度音乐:新歌TOP100
水墨丹青,李玉刚,百度音乐:新歌TOP100
水手怕水,周杰伦,百度音乐:新歌TOP100
永不止步,梁博,百度音乐:新歌TOP100
永远相信,陈慧琳,百度音乐:新歌TOP100
江湖再见,胡彦斌,百度音乐:新歌TOP100
没离开过,郭帅,百度音乐:新歌TOP100
油画姑娘,张伯宏,百度音乐:新歌TOP100
泪光翅膀,蓝正龙,百度音乐:新歌TOP100
活出美丽,尚雯婕,百度音乐:新歌TOP100
活的美好,孙楠,百度音乐:新歌TOP100
流星无悔,周晓鸥,百度音乐:新歌TOP100
浪人情歌,许茹芸,百度音乐:新歌TOP100
海宝来了,张韶涵,百度音乐:新歌TOP100
海洋天堂,桂纶镁,百度音乐:新歌TOP100
海阔天空,陶喆,百度音乐:新歌TOP100
海阔天空,王珊珊,百度音乐:新歌TOP100
海阔天空,邓小坤,百度音乐:新歌TOP100
海阔天空,邓晓坤,百度音乐:新歌TOP100
海阔天空,"丁泽强,卢望",百度音乐:新歌TOP100
深黑的河,棉花糖,百度音乐:新歌TOP100
淹死的鱼,李宇春,百度音乐:新歌TOP100
温柔心愿,李易峰,百度音乐:新歌TOP100
温柔累了,A-Lin,百度音乐:新歌TOP100
港边男儿,卢广仲,百度音乐:新歌TOP100
滚滚红尘,香香,百度音乐:新歌TOP100
滚滚红尘,袁娅维,百度音乐:新歌TOP100
满满的爱,满文军,百度音乐:新歌TOP100
滴答滴答,张睿,百度音乐:新歌TOP100
漂在北京,汤潮,百度音乐:新歌TOP100
潇洒小姐,萧亚轩,百度音乐:新歌TOP100
火力全开,王力宏,百度音乐:新歌TOP100
火宅之人,郑秀文,百度音乐:新歌TOP100
灰色河堤,唐禹哲,百度音乐:新歌TOP100
灵魂化石,家家,百度音乐:新歌TOP100
点亮未来,"张靓颖,金秀贤,张杰,噶丽娅",百度音乐:新歌TOP100
烟花易冷,林志炫,百度音乐:新歌TOP100
烟花翩翩,胡杨林,百度音乐:新歌TOP100
烟雨凤凰,阿朵,百度音乐:新歌TOP100
热能放送,林峰,百度音乐:新歌TOP100
热门花招,江映蓉,百度音乐:新歌TOP100
爱上你了,"张柏芝,黄维德",百度音乐:新歌TOP100
爱不在焉,星弟,百度音乐:新歌TOP100
爱不爱我,周晓鸥,百度音乐:新歌TOP100
爱不离手,萧亚轩,百度音乐:新歌TOP100
爱与妒忌,阿悄,百度音乐:新歌TOP100
爱你没错,张信哲,百度音乐:新歌TOP100
爱你的人,萧煌奇,百度音乐:新歌TOP100
爱在发烧,莫龙丹,百度音乐:新歌TOP100
爱在春天,张恺彤,百度音乐:新歌TOP100
