相爱多么难得,"孙子涵,李潇潇"
相见不如怀念,樊凡
看月亮爬上来,张杰
看着你看着我,宇桐非
真材实料的我,林俊杰
离开地球表面,尹熙水
离开地球表面,萧敬腾
离开这个地方,许诺
究竟海有几深,张智霖
第五街的诱惑,Star4
等到烟火清凉,许嵩
管他什么音乐,"陈俊豪,米可"
给你满分的我,曾轶可
群发的我不回,郝云
老婆你辛苦了,祁隆
老掉牙的忧伤,沈庆
背影里的沉默,苏妙玲
脚步声在靠近,谢天笑
脚趾上的星光,李心洁
自由不是理由,王麟
花非花雾非雾,张睿
让风吹吹我吧,羽泉
请你和我联络,周传雄
请你继续爱我,"周艳泓,金润吉"
谁先得到幸福,张睿
谁搞的情人节,陈蕾
谁比我还懂你,黄鸿升
谈谈情说说爱,男才女貌
趁我们还年轻,许诺
越开心越寂寞,李克勤
越热闹越孤单,许诺
跟着你到天边,
跟着你到天边,韩磊
跟着你到天边,吴青峰
跟着你到天边,常石磊
这一刻，爱吧,付辛博
这么近那么远,张靓颖
遇见明朗爱恋,大学生播客
遠く離れても,Scott & Rivers
那个人不是我,慕容晓晓
都要微笑好吗,angelababy
错过（KTV版）,蔡卓妍
阿里山的姑娘,玖月奇迹
青春修炼手册,TFBOYS
青春多是无奈,彭青
？？ (Happiness),Red Velvet
？？？ (Breath),"TAEYEON,JONGHYUN"
？？？ (像星),K.Will
？？？ (野花),朴孝信
Alice in Wonderland,王若琳
Back To The Present,韩国原声带
Better than A Dream,Katie Melua
Dear Mama Don't Cry,Rain
Fear Not This Night,吉克隽逸
Guilty All The Same,Linkin park
"Hey Grace, Hey Tony",Grace and Tony
I Can Fly 我可以,陈冠希
I miss U missing me,周笔畅
Intro(蒙古利亚),彭坦
Life Is Like A Song,曲婉婷
Make The World Move,Christina Aguilera/CeeLo Green
One Night In 塞外,"郭京飞,袁咏仪,李倩,钱芳,杨皓宇,刘冠麟,张瑞涵"
Parler à mon père,C&eacute;line Dion
Rolling In The Deep,钟伟强
Rolling in the deep,黄鹤
Take Me (中文版),张根硕
We Are One(live版),蔡健雅
You Come To My Head,蔡健雅
u are my everything,冯曦妤
一起来（Live）,黄绮珊
下一站.再爱你,郭美美
仰望雪域 新版,孟文豪
元芳 你怎么看,冷漠
元芳 你怎么看,冷漠/赵小兵
光辉岁月 (Live),陈乐基;张心杰
再见吧 喵小姐,王晓天
后会无期 (Live),张碧晨
奔跑+冷酷到底,"羽泉,邓超"
彩铃 (Color Ring),WINNER
心有爱 人有情,刘惜君
拯救2013再生版,成龙
"爱,有你才完整",魏晨
爱回不来 新版,汪贤祖
狼与美女 (Wolf),EXO
生命的尊严2010,水木年华
画 (新编版Live),赵雷
第十一年 (Live),刘金
蓝精灵 (2013版),梁佳玉
长江7号爱地球,张柏芝
马航 让我回家,颜羽
？ ？ (I’m Him),WINNER
？？？ (Ride Me),Jay Park
？？？？？ ？,"San E,Raina"
Bad Girl (坏女孩),"Henry,CHANYEOL (EXO)"
Don't Break My Heart,"陈羽凡,米可"
Empire State of Mind,尚雯婕
Europa (？？？）,少女时代
From Ashes To Beauty,郑秀文
Go Big Or Go Extinct,Tom Morello
Greatest Love Of All,Whitney Houston
I don’t need a man,Miss A
Let Me Go（DJ版）,苍井空
Listen To Your Heart,Alicia Keys
MAMACITA (哎呀呀),Super Junior
On a Night Like This,Kylie Minogue
Saturday (星期六),Henry
Summer party (Intro),"Girl's Day,David Kim"
Sweeter Than Fiction,Taylor Swift
The zoo of Hollywood,曹格
Voluntary Retirement,Thomas Newman
We Are One (Ole Ola),"Pitbull,Jennifer Lopez,Claudia Leitte"
We Are The Champions,平安
Whataya Want From Me,张玮/Adam Lambert
While you are asleep,梁晓雪
XOXO (Kisses & Hugs),EXO-K
XOXO (Kisses & Hugs),EXO-M
all around the world,"justin bieber,ludacris"
i just wanna marry u,李玟
我不是江南Style,妞妞（好声音学员）
爱的独白 (Agape),张力尹
？？ ？？ ？？,成诗京
？？？ (Evanesce),Super Junior
？？？ ？ ？？,Younha
BnB (Bed & Breakfast),The Tourist
Catch Me-If You Wanna,东方神起
Dear…(亲爱的…),S.M. The Ballad
Innovation Is Fashion,吉克隽逸
Melody (Original mix),滨崎步
Mr lovable(中文版),刘瑞琦
No Love (Korean Ver.),Jun.K
Take Me to Your Heart,Michael Learns To Rock
The Art Of Letting Go,Mariah Carey
Vida (Afrojack Remix),Ricky Martin
how deep is your love,萧敬腾
《我们》的故事,丁炜
一个歌手的情书,周三
一个真实的故事,邓小坤
一千年后记得我,林俊杰
一场游戏一场梦,"陈羽凡,张石"
一寸光阴一寸心,电视原声
一朝芳草碧连天,曹轩宾
一生一世只爱你,顾莉雅
一起吃苦的幸福,EXO
一起吃苦的幸福,EXO-M
万水千山总是爱,"安东阳,樊桐舟"
万泉河水清又清,玖月奇迹
上帝派我来爱你,王铮亮
下个转弯是你吗,杨丞琳
不会消失的夜晚,刘文杰
不小心（新版）,贺世哲
不能停止的哭泣,汪峰
不被了解的怪人,棉花糖
为你我受冷风吹,朱俐静
为你我受冷风吹,朱婧佳
为你我受冷风吹,胡彦斌
为你我受冷风吹,"尚雯婕,曹轩宾"
为我们披上嫁衣,巫启贤
于是我不再唱歌,旅行团
亲爱的还幸福吗,金莎
人生若只如初见,王韵壹
今年除夕不放假,王绎龙
从没这么爱恋过,许志安
仙侠世界之错过,戚薇
以为爱情没有了,叶蓓
以爱命名的童话,后舍男生
你买单还我买单,胡彦斌
你知道我的迷惘,水木年华
你那里下雪了吗,DJ青城
假装我们没爱过,汪东城
做最爱你的朋友,张翰
傻子疯子和白痴,孙子涵/赖伟锋
公告天下我爱你,古巨基
关于爱的两三事,黄韵玲
其实我很在乎你,谢容儿
其实我的心没走,"周艳泓,黑龙"
凯文克莱不让步,庾澄庆
分手需要练习的,黄丽玲
别怪我把你删除,魏枫
十七岁的北极星,范玮琪
半个月亮爬上来,木江子组合
卖火柴的小女孩,刘美麟
卡西莫多的礼物,华晨宇
原来我是巨蟹座,雷诺儿
原来过得很快乐,杨千嬅
发生秀Fashion Show,江映蓉
取名回忆的时光,"吴莫愁,李代沫"
口袋里的练习曲,李霄云
只剩回忆这首歌,孙子涵
只学习不好的事,B1A4
只要再看你一眼,戴爱玲
告诉自己忘了他,本兮
哈姆雷特的眼泪,孙子涵
哥已经爱上你啦,老猫
唱什么都红不了,大张伟
唱歌吧，孩子们,"羽泉,杨宗纬,陈明"
土豪我们做朋友,"王麟,Dj Alex.x"
在一起 (独唱版),钟欣桐
在一起，唱出爱,大学生播客
在梵高的星空下,尚雯婕
在那不远的地方,孙悦
在那遥远的地方,阿来
在那遥远的地方,李维真
夜空中最亮的星,张杰
大家一起喜羊羊,周笔畅
大摇大摆迎春来,大张伟
天上没有乌云盖,羽泉
太阳升起的地方,孙楠
女人到底想什么,张宇
女人到底想什么,张杰
她妈妈不喜欢我,王矜霖
好了伤疤忘了疼,大庆小芳
好了伤疤忘了痛,孙子涵
如果不能好好爱,吴克羣
如果时间有回音,沈依莎
如果爱有下一回,吴炜
如果缘只到遇见,严艺丹
如果缘只到遇见,电视原声
如果缘只到遇见,"吴奇隆,严艺丹"
姑娘姑娘我爱你,阿牛
娜样纯杰的爱恋,张杰
宇宙只有我和你,杨洋
室友 (？？？？),"金艺林,Eddy Kim"
寂寞来了怎么办,吴克群
寂静森林(live版),苏丹
小宇宙 (钢琴曲),侯乐天
小星星 (？？？),乐童音乐家
小王子的漂流瓶,金莎
少年壮志不言愁,常石磊
就当是你为了我,许诺
年轻就是不一样,王洋
年轻就是不一样,演员王洋
年轻就是不一样,王洋(演员)
幸福像花儿一样,大学生播客
序曲：时间的歌,陈绮贞
弹着吉他的少年,新裤子
当你老了 (新编),赵照
当你老了(live版),赵照
当我想你的时候,侯磊
当我想你的时候,汪峰
当我想你的时候,王珊珊
当我老去的时候,刘明辉
得天女者得天下,电视原声
御龙&bull;三国志,林俊杰
忘了爱情忘了你,帅霖
忘记你我做不到,"陈羽凡,贾建龙"
怀旧不需要借口,郭易
怕你伤心怕你哭,冷漠
我一定会爱上你,梁文音
我们都是孤独的,华晨宇
我们都能幸福着,郭静
我去年买了个表,王麟
我唱着歌会想你,阿悄
我在桥上看风景,杨千嬅
我就是喜欢这样,"任贤齐,丁当"
我就知道那是爱,梁静茹
我想和你走下去,王铮亮
我所幻想的未来,刘明辉
我所梦想的未来,刘明辉
我是一个黑手党,电影原声
我是一只小小鸟,许艺娜
我是你的什么人,东方依依
我用所有报答爱,平安
我的心丢了一样,带泪的鱼
我的快乐不收费,黄晓明
我的未来不是梦,张杰
我的眼泪为谁飞,小沈阳
我的要求不算高,黄渤
我的青春我的城,羽泉
我终于失去了你,"范玮琪,六弦"
我要大声告诉你,李祥祥
我要我们在一起,曾一鸣
我要我们在一起,G.E.M.邓紫棋
我要我们在一起,"杨宗纬,李泉"
我要我们在一起,"黄稔钦,许明明"
把情歌唱给你听,大学生播客
斯德哥尔摩情人,陈奕迅
无与伦比的美丽,苏打绿
无尽透明的思念,庾澄庆
无法再见的时光,曾一鸣
时间都去哪儿了,周笔畅
时间都去哪儿了,王铮亮
时间都去哪儿了,"赵萌萌,王铮亮"
明天我要嫁给你,莫文蔚
明天我要嫁给你,黑豹乐队
是否 + Love Is Over,"萧敬腾,马达"
有一种爱叫备胎,DJ小卷儿
有种幸福叫怀念,秦岚
有种沉默叫想念,杨千嬅
朋友圈 (专辑版),王麟
来不及流泪的人,张靓颖
梦想天空分外蓝,陈奕迅
梦想天空分外蓝,中国好声音学员
没差（特别版）,吴莫愁
没有出口的迷宫,V.K克
没有目的地爱了,杨千嬅
没有计划的旅行,李宇春
流着眼泪唱起歌,大张伟
海棠花兄弟之歌,电影原声
海的对岸有个你,苗小青
爱在天地动摇时,卫兰
爱在记忆中找你,林峰
爱情没什么道理,"戚薇,佟丽娅,高露"
爱是凝望又离开,陶喆
爱比不爱更艰难,美衫儿
爱的世界只有你,祁隆
爱神总是敲错门,张含韵
爱神爱神在哪里,吉杰
爱神爱神在哪里,周晋进
爱要有你才完美,梁博/那英
牵挂你的人是我,郑源
独一无二 only you,罗志祥
白天不懂夜的黑,张赫宣
相信自己无限极,陈奕迅
看得最远的地方,张韶涵
看透爱情看透你,"云菲菲,冷漠"
短发 (？？？？),AOA
秋千下的小黄狗,安与骑兵
第二天 (？？？),Juniel
等你等了那么久,祁隆，乐凡
纵贯线兄弟姐妹,纵贯线
老公亲亲我的嘴,刘羽
老子明天不上班,谢帝
胳膊枕 (？？？),Davichi
苏州城外的微笑,后弦
藏在记忆里的歌,庞龙
被情伤过的男人,黑龙
让世界为你转身,张玮
让我一次爱个够,吴莫愁/庾澄庆
让我一次爱个够,"萧敬腾,唐一嘉"
让我再看你一眼,金池
让我欢喜让我忧,许明明
让我爱你一小时,林峰
让每个人都心碎,沙宝亮
让每个人都心碎,许艺娜
谁为你做的嫁衣,大学生播客
跌落凡间的天使,王祖蓝
路灯下的小姑娘,杨坤
踩姑娘的小蘑菇,谢娜
身披彩衣的姑娘,刀郎
还能好好玩耍吗,黄雅莉
这世界唯一的你,周迅
远得要命的爱情,信
逾时不候的永恒,炎亚纶
那些年 (Back Then),张力尹
野百合也有春天,周觅
野百合也有春天,水木年华
金太狼爱米小米,李小璐
青春是岁月的河,侃侃
？ ？？(两个人),？？？
？？ ？ (One More),Fiestar
？？ ？ ？？ ？,Hi.ni
？？ ？？. ？？,"？？？,Rain"
A Change Is Gonna Come,张玮
Can You Feel The Music,方大同
De Novo Adagio (Intro),Alicia Keys
"First Night, First Day",纯音乐
Give You What You Like,Avril Lavigne
"Grand Bazaar, Istanbul",Thomas Newman
Live While We're Young,One Direction
Missing (Original mix),滨崎步
Set Me Free(放过我),TAEYEON
Set Me Free(放过我),张力尹
Vida (官方中文版),"Ricky Martin,金贵晟,李尚尚,隔壁团,林育群,刘伟德,林奕匡"
all my love is for you,少女时代
一路上有你 (Live),张碧晨;魏雪漫
入迷（Spellbound）,东方神起
如果云知道 (Live),陈永馨;刘珂
我如此爱你 (Live),王凯琪
"数到三,一起放手",王铮亮
木偶 ？？？？？,Stellar
没那么简单 (Live),胡彦斌
火烧的寂寞 (Live),余枫
爱你的宿命 (Live),张碧晨
窃窃私语 (Whisper),少女时代-太蒂徐
贝加尔湖畔 (Live),李维;周深
这首歌 (？ ？？),"Loco,Mamamoo"
？？ ？？...？？,LYn
？？？ (Feat. Lena),宣美
？？？ (Piano Ver.),韩国原声带
？？？ ？？？？,December
？？？ ？？？？,？？？
？？？？ (Crooked),G-Dragon
A Holly Jolly Christmas,Lady Antebellum
Behind These Hazel Eyes,Kelly Clarkson
Christ in the Mountains,纯音乐
Give Life Back to Music,Daft Punk
I Knew You Were Trouble,Taylor Swift
Now it’s a brave time,梁晓雪
Song 4 u (Original mix),滨崎步
Take Me (Original Ver.),张根硕
When It&#039;s All Over,Alicia Keys
everybody loves a lover,"范晓萱,d.d"
everything in the world,曲婉婷
stand in grave现场版,梁晓雪
一起摇摆(抢鲜版),汪峰
倍儿爽（Remix版）,大张伟
刘瑞琦倾心推荐01,刘瑞琦
发飆(终极王者版),SpeXial
孩子对不起 (MV版),杨子军
恩爱小夫妻 (DJ版),朱贝贝
江南style中文裸爱,张可儿
沙特&amp;西蒙波娃,刘若英
沙特&amp;西蒙波娃,纯音乐
？？ ？？ ？？？,许阁
？？？？ (Don't Go),EXO-K
？？？？ (You & Me),朴敏惠
？？？？？(情缘),？？(2Young)
Canceling The Apocalypse,电影原声
Class (Extended Version),陈奕迅
DJ Got Us Fallin In Love,罗熙杰
I don&rsquo;t need a man,Miss A
Ice Cream (Feat. Maboos),金泫雅
Need You Now (需要你),"Henry,HOYA (INFINITE)"
What Makes You Beautiful,Hope组合
When A Man Loves A Woman,金润吉
一个人也能好好过,童可可
一个人想着一个人,曾沛慈
不如承诺来的简单,陈奕迅
不管幸福来了没有,a-lin
不能说出口的诺言,吴奇隆
世界上另外的自己,阿悄
世界上最爱你的人,张栋梁
中国节拍震动世界,张学友
亚运有我精彩之吉,韩庚
人情味 (？？？？),"Gary,崔郑仁"
亿万分之一的机率,周汤豪
今夜二十岁(live版),杨坤
你怎么舍得我难过,胡彦斌
你把我灌醉（上）,NJ落然
你是我心爱的姑娘,侯磊
你是我最爱的女人,冷漠
你的城市你的故事,陈志朋
你被写在我的歌里,"苏打绿,ella"
你被写在我的歌里,"苏打绿,ella陈嘉桦"
你还欠我一个拥抱,后弦
凤凰于飞 (京剧版),霍尊
到底是谁伤害了谁,"庞龙,郭欢"
千百年后还记得谁,张赫宣
千里之外 (京剧版),霍尊
原来你什么都不要,张杰
去玩吧 (？？？？),"Gummy,朴有天"
向日葵盛开的夏天,F.I.R
周三的情书 (新编),周三
喜欢你现在的样子,"杨宗纬,多亮"
因为爱情 (京剧版),霍尊
在世界之巅呼唤爱,崔子格
如果是真的就可以,梁晓雪
妈妈说你都三十了,男人三十组合
孤独是一种安全感,杨丞琳
寂寞的人伤心的歌,"龙梅子,杨海彪"
小伙伴们都惊呆了,王麟
带着幸福回家过年,"梁佳玉,宋晓静"
当我爱上了你之后,苏永康
当爱情离开的时候,王麟
当爱情缺席的时候,DJ青城
惯性冬眠（KTV版）,钟欣桐
我一个人 (Not Alone),张力尹
我不愿让你一个人,品冠
我不愿让你一个人,五月天
我不是值得爱的人,多亮
我不知道发生什么,温蕊尔
我们不是说好了吗,"白百何,彭于晏"
我们好像在哪见过,"小柯,叶蓓"
我和春天有个约会,俞灏明
我和春天有个约会,袁姗姗
我在红尘中遇见你,"张冬玲,冷漠"
我就要和你在一起,赵英俊
我恨自己动了真情,冷漠
我想我是你的女人,尚雯婕
我想我能勇敢一点,曾雨轩
我爱你胜过你爱我,冷漠
我爱你胜过你爱我,冷漠，杨小曼
我的温柔你看得见,庞晓宇
我的爱只为你存在,马健涛
我知道你也很想念,后弦
我还记得你的微笑,金莎
找车位（流行版）,孟文豪
抱不住太阳的深海,刘忻
新百善孝为先新版,丁晓红
无情的雨无情的你,周晓鸥
明天不上班 (新编),谢帝
最爱的人伤我最深,曾咏霖
有一种思念叫想家,DJ邦邦
木偶 (？？？？？),Stellar
每天都是一种练习,陈绮贞
法国老画家(live版),汤小康
活着 (？？？？？),郑仁
消失在你的世界里,张震岳
烟花易冷 (京剧版),霍尊
爱上你不是我的错,多亮
爱不爱都铭心刻骨,王新什
爱最大（国语版）,"谢霆锋,欧豪"
爱最大（粤语版）,"谢霆锋,欧豪"
爱最大（粤语版）,"谢霆锋,廿四味"
碌卡 (Light-Saber Mix),陈奕迅
离开你的分分秒秒,雷诺儿
空白的缘分(live版),柳重言
红红的太阳升起来,阿普萨萨
给我一个理由忘记,黄丽玲
给抱着盒子的姑娘,宋冬野
美丽的女人最伤人,冷漠
节拍器 (？？？？),"Jay Park,Simon Dominic,Gray"
谁的青春没有悲伤,梁晓雪
逗阵兄弟 (合唱版),"陶喆,卢广仲"
那是你最好的时候,宫羽
钢铁是怎样炼成的,何韵诗
错过（纯音乐版）,蔡卓妍
？？ ？？ (Who You?),G-Dragon
？？ ？？ ？ ？？,Miss A
？？？？ (Catallena),Orange Caramel
？？？？ (Rocinante),
？？？？ (Rocinante),Infinite
？？？？？ (木偶),Stellar
Better the Devil You Know,Kylie Minogue
Knocking On Heaven's Door,罗琦
Knocking On Heaven's Door,墨绿森林
My Turn To Cry(爱离开),EXO
Sing For Love (中文版),Hope组合
Sing For Love (英文版),Hope组合
Where the Wild Roses Grow,Kylie Minogue/Nick Cave
all i have to do is dream,曹格
一天(A day without you),"JONGHYUN,CHEN"
一种承诺 两种结果,杨洋
上瘾 (？？)(Overdose),EXO-K
你若安好 便是晴天,杨钰莹
倍儿爽 （春晚版）,
倍儿爽 （春晚版）,大张伟
十七岁的雨季 (Live),"杨钰莹,林志颖"
卷珠帘 (新编版Live),霍尊
奇迹 (？？)(ETERNITY),VIXX
定风波 《大上海》,张学友
爸爸去哪儿 第二季,"曹格,Joe,Grace,Feynman,杨阳洋,贝儿,黄多多,吴镇宇,陆毅,黄磊,杨威"
"眼,鼻,嘴 (？,？,？)",太阳
肾上腺素 (Adrenaline),少女时代-太蒂徐
脱狱 （Prison break）,海龟先生
难念的经+天下之风,钟汉良
？ ？？？ (BOMTANABA),
？ ？？？ (BOMTANABA),徐仁国
？？ ？？ (Cold Love),CNBLUE
？？ ？？ (Miniskirt),AOA
？？？ ？ (Still You),"李东海,银赫"
？？？？ 漂亮男人,Bebop
Cannonball (Album Version),Lea Michele
